disease,language,category,words,images,intrawikis,sections,total_edits,first_edit,last_edit,unique_editors
Parkinson,ar,Management_of_Parkinson's_disease,5465,8,101,10,44,2017-05-14 19:47:10,2024-01-19 14:05:48,11
Parkinson,en,Management_of_Parkinson's_disease,8707,11,186,10,370,2006-07-16 16:25:17,2024-12-01 01:57:12,154
Parkinson,hu,Management_of_Parkinson's_disease,1996,5,34,4,16,2021-12-17 19:09:35,2024-05-06 23:07:29,13
Parkinson,pt,Management_of_Parkinson's_disease,8412,9,139,10,8,2020-08-12 03:25:37,2023-10-01 19:16:53,3
Parkinson,en,Unified_Parkinson's_disease_rating_scale,916,0,15,4,91,2006-09-26 14:22:47,2024-03-10 02:36:58,53
Parkinson,es,Unified_Parkinson's_disease_rating_scale,407,1,6,3,19,2011-10-31 18:17:05,2023-09-11 20:25:56,13
Parkinson,it,Unified_Parkinson's_disease_rating_scale,413,3,6,5,18,2014-06-22 19:41:20,2024-08-14 07:47:54,15
Parkinson,zh,Unified_Parkinson's_disease_rating_scale,262,0,5,4,10,2018-03-16 05:30:15,2022-03-02 12:30:38,6
Parkinson,ar,Hypomimia,129,5,9,1,29,2011-06-03 18:38:05,2024-10-23 20:28:11,18
Parkinson,de,Hypomimia,245,2,14,1,22,2007-06-27 14:31:05,2024-07-26 06:08:45,15
Parkinson,en,Hypomimia,150,2,16,2,40,2006-10-16 04:25:19,2023-11-26 14:56:37,33
Parkinson,es,Hypomimia,158,3,15,2,4,2019-06-04 18:59:01,2022-12-14 11:24:30,4
Parkinson,fr,Hypomimia,137,3,9,2,12,2010-01-31 12:15:14,2024-08-06 13:27:45,10
Parkinson,it,Hypomimia,144,3,4,4,9,2020-05-04 14:24:25,2022-12-11 09:35:24,6
Parkinson,nl,Hypomimia,167,1,12,2,20,2006-06-04 10:22:39,2020-03-21 08:39:13,17
Parkinson,sh,Hypomimia,475,1,97,1,6,2012-01-14 13:33:13,2014-06-23 07:12:21,5
Parkinson,sr,Hypomimia,327,1,133,1,11,2006-10-09 23:54:50,2024-01-17 01:21:07,8
Parkinson,ar,Catechol-O-methyltransferase_inhibitor,215,6,24,3,15,2022-03-22 19:30:16,2023-02-26 22:57:54,4
Parkinson,de,Catechol-O-methyltransferase_inhibitor,190,2,14,4,56,2005-05-25 08:45:31,2024-09-04 20:31:29,36
Parkinson,en,Catechol-O-methyltransferase_inhibitor,1246,1,156,5,93,2007-07-24 02:45:34,2024-10-08 09:34:14,44
Parkinson,pt,Catechol-O-methyltransferase_inhibitor,135,1,14,1,5,2015-07-22 15:47:03,2019-04-22 12:51:12,5
Parkinson,sh,Catechol-O-methyltransferase_inhibitor,2501,1,750,1,3,2014-05-07 16:31:33,2021-08-25 15:26:52,2
Parkinson,sr,Catechol-O-methyltransferase_inhibitor,1921,2,884,1,7,2013-09-29 07:42:16,2024-01-13 04:28:18,5
Parkinson,zh,Catechol-O-methyltransferase_inhibitor,222,1,56,1,5,2017-01-24 07:05:15,2017-07-18 14:55:32,4
Parkinson,de,Pridinol,508,3,42,8,31,2020-05-05 08:33:08,2023-11-10 19:30:35,19
Parkinson,en,Pridinol,707,6,346,2,99,2007-08-06 04:39:03,2025-02-16 10:41:42,42
Parkinson,fa,Pridinol,276,5,104,1,8,2023-06-09 15:05:00,2025-02-10 14:04:05,4
Parkinson,hu,Pridinol,305,1,26,7,13,2012-08-03 20:35:14,2022-12-22 04:14:15,7
Parkinson,pl,Pridinol,259,3,39,2,44,2008-09-04 09:41:30,2022-09-12 19:31:56,19
Parkinson,sh,Pridinol,247,4,22,3,11,2014-04-05 12:08:30,2024-12-21 06:11:26,5
Parkinson,sr,Pridinol,151,8,17,3,24,2011-04-19 13:55:49,2024-03-07 22:11:26,7
Parkinson,vi,Pridinol,129,3,3,1,4,2019-09-02 01:05:25,2021-02-06 19:52:32,4
Parkinson,de,Budipine,536,3,38,4,34,2022-05-28 09:36:35,2024-08-24 10:43:48,11
Parkinson,en,Budipine,2197,4,798,3,80,2007-08-08 12:19:14,2025-02-10 19:19:12,48
Parkinson,es,Budipine,426,3,35,2,6,2023-05-05 18:08:22,2025-01-07 17:59:29,2
Parkinson,fr,Budipine,469,5,64,2,20,2017-01-04 08:25:35,2024-07-08 11:23:33,11
Parkinson,hu,Budipine,532,1,24,6,9,2012-11-11 21:15:10,2022-05-11 23:19:48,4
Parkinson,ru,Budipine,188,2,14,1,18,2012-11-30 07:43:52,2023-12-13 23:23:04,12
Parkinson,sh,Budipine,992,5,222,4,13,2014-04-05 08:13:55,2024-12-19 19:04:10,5
Parkinson,sr,Budipine,761,8,327,4,16,2013-12-24 05:00:36,2024-04-09 21:56:54,5
Parkinson,vi,Budipine,1344,2,76,2,8,2019-08-11 00:10:45,2024-01-30 16:09:29,8
Parkinson,zh,Budipine,197,5,51,2,17,2023-08-21 13:38:53,2024-01-22 16:17:33,4
Parkinson,en,Etybenzatropine,1458,4,704,2,42,2007-08-14 17:58:48,2024-01-15 11:44:19,25
Parkinson,fr,Etybenzatropine,129,4,23,1,28,2009-05-17 12:28:09,2022-01-27 19:29:40,12
Parkinson,sh,Etybenzatropine,841,5,212,4,15,2014-04-05 09:11:44,2024-12-19 19:22:22,5
Parkinson,sr,Etybenzatropine,252,7,25,4,16,2013-12-24 05:32:47,2024-04-09 22:10:34,5
Parkinson,zh,Etybenzatropine,61,3,19,2,12,2023-08-23 06:55:34,2024-06-24 07:48:24,2
Parkinson,en,Etanautine,1641,3,980,1,36,2007-08-14 18:01:14,2024-01-15 11:37:27,28
Parkinson,de,Bornaprine,848,3,96,6,69,2014-03-04 13:22:44,2024-09-06 19:20:03,23
Parkinson,en,Bornaprine,1700,5,389,9,63,2007-08-14 18:02:25,2024-11-12 19:27:03,39
Parkinson,sh,Bornaprine,356,5,29,4,15,2014-04-05 08:09:44,2024-12-19 14:52:16,4
Parkinson,sr,Bornaprine,253,8,24,4,16,2013-12-24 04:58:31,2024-04-09 21:55:58,5
Parkinson,tr,Bornaprine,114,1,9,1,7,2022-11-01 18:58:20,2023-12-28 11:33:11,6
Parkinson,en,Mazaticol,674,3,312,2,50,2007-08-14 18:02:57,2023-12-26 13:36:49,24
Parkinson,sh,Mazaticol,316,5,29,4,17,2014-04-05 10:56:43,2024-12-19 16:31:31,4
Parkinson,sr,Mazaticol,250,7,23,4,16,2013-12-24 07:45:48,2024-04-09 22:23:04,5
Parkinson,ar,Metixene,332,7,24,1,13,2019-03-01 22:39:50,2023-01-30 03:46:47,5
Parkinson,en,Metixene,694,5,325,2,59,2007-08-14 18:04:24,2025-01-14 03:01:01,31
Parkinson,hu,Metixene,178,1,12,3,15,2009-11-16 10:01:43,2020-08-26 22:46:20,12
Parkinson,pl,Metixene,446,3,42,1,27,2010-10-31 11:35:07,2022-10-16 15:08:20,13
Parkinson,sh,Metixene,517,5,34,4,15,2014-04-05 11:03:51,2024-12-19 23:13:40,4
Parkinson,sr,Metixene,363,8,28,4,18,2013-12-17 03:26:32,2024-04-09 21:17:21,5
Parkinson,en,Benzofuranylpropylaminopentane,4032,3,893,6,115,2007-10-09 00:42:53,2025-01-29 19:56:43,46
Parkinson,sh,Benzofuranylpropylaminopentane,3095,4,904,2,8,2014-04-05 08:02:50,2024-12-19 21:54:35,4
Parkinson,sr,Benzofuranylpropylaminopentane,2900,4,937,2,20,2013-09-29 07:41:16,2024-01-13 03:22:57,5
Parkinson,en,Phenylpropylaminopentane,4173,4,859,6,115,2007-10-09 08:54:32,2025-02-17 03:56:10,52
Parkinson,sh,Phenylpropylaminopentane,3083,4,909,2,11,2014-04-05 09:20:33,2024-12-19 15:09:33,4
Parkinson,sr,Phenylpropylaminopentane,2883,4,941,2,26,2013-09-29 07:41:30,2024-01-13 07:03:27,6
Parkinson,zh,Phenylpropylaminopentane,786,5,158,2,16,2016-09-30 13:59:00,2024-10-20 10:42:34,14
Parkinson,bs,LRRK2,2461,9,81,6,6,2021-08-11 17:06:14,2023-04-15 17:53:07,3
Parkinson,cy,LRRK2,898,3,8,3,2,2018-01-30 09:14:54,2018-01-30 10:17:19,2
Parkinson,de,LRRK2,417,1,36,1,34,2006-08-09 09:31:01,2021-11-10 11:33:33,18
Parkinson,en,LRRK2,2727,9,51,5,119,2007-10-28 03:55:29,2024-11-15 22:47:13,68
Parkinson,eu,LRRK2,1353,13,36,4,8,2020-01-13 22:49:52,2021-10-04 10:45:02,3
Parkinson,fa,LRRK2,1892,8,42,3,3,2024-10-21 18:52:35,2024-10-23 05:28:42,1
Parkinson,fi,LRRK2,126,0,6,2,16,2010-03-19 11:24:33,2022-08-16 23:05:39,13
Parkinson,it,LRRK2,1954,4,58,7,42,2008-01-21 23:34:38,2024-08-16 00:51:14,23
Parkinson,ja,LRRK2,1318,9,41,5,3,2022-05-11 15:42:48,2024-07-14 02:08:12,2
Parkinson,ko,LRRK2,910,9,23,3,4,2024-07-25 23:25:38,2024-09-15 13:47:23,4
Parkinson,uk,LRRK2,1182,6,59,3,6,2017-09-11 09:24:43,2024-11-27 05:14:44,5
Parkinson,zh,LRRK2,692,10,32,3,9,2018-08-08 18:12:05,2021-02-07 12:25:00,3
Parkinson,ar,APLP1,4915,7,3860,4,13,2018-07-14 13:17:50,2025-01-18 19:21:56,6
Parkinson,arz,APLP1,386,5,16,4,4,2022-01-27 20:57:28,2024-11-23 20:20:10,3
Parkinson,cy,APLP1,369,2,8,3,2,2018-01-30 09:18:10,2018-01-30 09:53:16,2
Parkinson,en,APLP1,1239,9,42,4,31,2007-12-18 12:15:40,2024-11-20 16:27:54,17
Parkinson,uk,APLP1,470,6,49,3,7,2017-09-12 10:51:58,2024-11-23 23:51:22,5
Parkinson,en,Lymphocyte-activation_gene_3,5968,8,451,9,242,2007-12-21 05:23:44,2024-12-15 22:05:23,45
Parkinson,es,Lymphocyte-activation_gene_3,2133,2,47,6,20,2025-01-30 12:26:42,2025-02-03 13:15:22,2
Parkinson,fr,Lymphocyte-activation_gene_3,517,9,31,3,4,2022-01-10 14:44:33,2023-09-21 21:07:12,4
Parkinson,ru,Lymphocyte-activation_gene_3,2468,9,372,7,9,2021-03-04 18:30:00,2023-09-16 12:41:48,5
Parkinson,tt,Lymphocyte-activation_gene_3,216,3,4,2,3,2020-11-01 09:20:07,2024-03-26 04:43:00,3
Parkinson,uk,Lymphocyte-activation_gene_3,714,4,374,3,7,2017-09-11 09:37:17,2024-11-27 04:38:08,5
Parkinson,en,Piroheptine,960,4,477,1,32,2008-07-26 11:16:26,2024-01-06 06:32:03,27
Parkinson,sh,Piroheptine,342,5,27,4,10,2014-04-05 12:06:25,2024-12-19 17:00:54,3
Parkinson,sr,Piroheptine,234,6,24,4,15,2013-12-24 08:15:50,2024-04-09 22:35:00,5
Parkinson,ar,Carbidopa/levodopa/entacapone,643,5,34,8,57,2022-08-02 20:48:11,2024-06-29 20:39:51,5
Parkinson,en,Carbidopa/levodopa/entacapone,1569,2,499,8,124,2008-08-01 21:10:04,2024-09-28 03:29:24,45
Parkinson,es,Carbidopa/levodopa/entacapone,1176,2,40,5,18,2022-02-04 00:28:20,2024-04-26 14:11:37,5
Parkinson,sh,Carbidopa/levodopa/entacapone,267,5,22,3,13,2014-04-05 12:45:30,2024-12-21 12:37:46,5
Parkinson,sr,Carbidopa/levodopa/entacapone,199,7,14,3,12,2011-06-02 01:50:01,2024-04-07 22:11:57,5
Parkinson,uz,Carbidopa/levodopa/entacapone,46,1,7,1,1,2024-06-28 07:29:17,2024-06-28 07:29:17,1
Parkinson,ar,Bradyphrenia,233,6,12,1,14,2022-01-15 13:45:12,2023-03-11 22:52:12,4
Parkinson,en,Bradyphrenia,2895,1,36,5,101,2008-08-02 17:38:45,2024-11-01 11:12:00,45
Parkinson,es,Bradyphrenia,140,2,12,2,35,2004-02-13 07:50:38,2023-11-21 20:01:07,29
Parkinson,fa,Bradyphrenia,206,2,10,1,3,2024-01-10 08:42:05,2024-01-10 08:42:55,1
Parkinson,fr,Bradyphrenia,375,4,8,3,23,2006-09-28 19:08:43,2023-01-20 19:21:28,22
Parkinson,hr,Bradyphrenia,98,1,8,2,3,2019-07-14 12:34:17,2022-01-02 18:57:33,2
Parkinson,pt,Bradyphrenia,227,1,11,2,11,2009-06-08 01:16:32,2020-11-07 16:32:26,4
Parkinson,sv,Bradyphrenia,172,0,6,2,5,2023-12-06 14:23:54,2024-03-31 13:30:47,3
Parkinson,tr,Bradyphrenia,76,0,4,2,9,2022-07-12 11:36:13,2024-07-28 17:33:55,4
Parkinson,de,Aromatic_L-amino_acid_decarboxylase_inhibitor,374,3,14,4,42,2007-09-24 09:46:25,2022-01-03 23:40:42,24
Parkinson,en,Aromatic_L-amino_acid_decarboxylase_inhibitor,1519,1,698,3,46,2008-08-04 03:00:42,2024-10-16 15:59:25,27
Parkinson,pt,Aromatic_L-amino_acid_decarboxylase_inhibitor,252,1,16,1,7,2018-03-10 17:37:09,2024-09-24 18:53:48,5
Parkinson,sh,Aromatic_L-amino_acid_decarboxylase_inhibitor,2628,1,756,3,20,2014-01-25 11:30:24,2021-08-25 15:28:47,3
Parkinson,sr,Aromatic_L-amino_acid_decarboxylase_inhibitor,1916,2,888,2,7,2013-09-29 07:42:26,2024-01-13 10:30:18,7
Parkinson,azb,Α-Difluoromethyl-DOPA,277,2,146,2,4,2017-11-30 06:07:32,2018-12-04 18:42:36,2
Parkinson,en,Α-Difluoromethyl-DOPA,824,5,510,2,40,2008-11-05 15:51:38,2025-01-13 19:06:27,28
Parkinson,fa,Α-Difluoromethyl-DOPA,378,4,112,2,17,2012-04-06 00:49:02,2024-02-10 14:16:11,12
Parkinson,sh,Α-Difluoromethyl-DOPA,369,4,23,4,15,2014-04-11 15:34:57,2024-12-21 04:15:42,3
Parkinson,sr,Α-Difluoromethyl-DOPA,331,4,22,4,13,2013-12-25 06:39:20,2024-04-09 23:14:41,5
Parkinson,af,Parkinson's_disease,462,4,29,3,11,2016-01-09 10:23:31,2024-11-18 18:16:12,4
Parkinson,als,Parkinson's_disease,729,4,5,3,15,2012-01-24 10:30:47,2017-12-14 06:46:16,10
Parkinson,an,Parkinson's_disease,415,4,7,1,7,2023-02-07 10:36:14,2024-07-10 08:02:27,4
Parkinson,ar,Parkinson's_disease,13091,23,488,20,491,2005-10-10 03:19:45,2025-01-12 19:04:43,223
Parkinson,arz,Parkinson's_disease,691,8,31,4,45,2021-10-07 04:55:05,2024-12-30 20:39:11,4
Parkinson,ast,Parkinson's_disease,6461,9,44,16,111,2017-10-22 14:11:22,2025-01-16 16:47:57,9
Parkinson,azb,Parkinson's_disease,695,1,3,1,2,2023-07-26 19:23:11,2023-07-27 06:10:34,2
Parkinson,az,Parkinson's_disease,450,3,17,6,49,2011-04-10 17:34:26,2025-02-11 13:33:44,29
Parkinson,be,Parkinson's_disease,10220,22,195,14,108,2014-06-16 11:02:56,2024-08-28 09:52:05,9
Parkinson,bg,Parkinson's_disease,730,4,26,8,79,2007-07-12 22:03:41,2024-12-10 09:14:37,46
Parkinson,bn,Parkinson's_disease,723,2,50,5,97,2012-02-02 14:34:31,2025-01-04 16:51:23,47
Parkinson,bs,Parkinson's_disease,191,2,18,1,34,2008-07-16 18:45:01,2016-10-22 07:45:04,19
Parkinson,ca,Parkinson's_disease,1853,4,89,8,157,2003-08-09 17:31:56,2024-12-16 12:43:49,87
Parkinson,ckb,Parkinson's_disease,602,8,10,1,31,2013-06-30 12:53:01,2025-01-13 11:15:50,14
Parkinson,co,Parkinson's_disease,61,1,2,2,27,2009-11-17 15:47:41,2022-05-13 19:15:43,17
Parkinson,cs,Parkinson's_disease,2316,6,88,6,286,2005-04-10 16:51:48,2024-12-03 13:11:16,194
Parkinson,da,Parkinson's_disease,786,6,54,6,152,2004-04-18 19:49:06,2024-12-09 12:41:02,86
Parkinson,de,Parkinson's_disease,10723,11,319,15,2547,2003-10-13 09:55:00,2025-02-13 10:49:37,968
Parkinson,dv,Parkinson's_disease,246,0,2,1,3,2009-02-16 19:48:43,2022-06-29 16:14:44,3
Parkinson,el,Parkinson's_disease,695,1,27,1,144,2005-10-22 17:39:32,2023-10-11 14:23:53,68
Parkinson,eml,Parkinson's_disease,204,4,9,4,6,2017-10-19 20:59:37,2020-02-22 15:21:22,1
Parkinson,en,Parkinson's_disease,16973,31,748,13,9037,2001-07-22 20:16:19,2025-02-21 10:48:40,2500
Parkinson,eo,Parkinson's_disease,652,3,27,5,23,2004-12-10 18:35:00,2024-10-20 20:07:52,15
Parkinson,es,Parkinson's_disease,9013,9,151,15,1681,2002-05-17 22:08:14,2025-02-15 05:08:34,799
Parkinson,et,Parkinson's_disease,537,0,3,4,57,2007-04-08 14:31:47,2024-06-06 12:11:24,34
Parkinson,eu,Parkinson's_disease,431,5,32,1,46,2010-03-14 09:09:54,2021-07-16 09:52:03,31
Parkinson,fa,Parkinson's_disease,11925,9,357,10,277,2005-07-02 11:28:50,2025-01-13 19:56:07,161
Parkinson,fi,Parkinson's_disease,2412,2,61,10,277,2005-04-03 11:37:55,2024-12-21 16:14:23,133
Parkinson,fr,Parkinson's_disease,22912,28,778,10,1269,2004-07-05 11:02:26,2025-02-20 21:19:43,597
Parkinson,ga,Parkinson's_disease,485,7,24,5,38,2009-09-02 23:41:11,2024-06-10 00:08:19,26
Parkinson,gcr,Parkinson's_disease,119,1,0,2,4,2017-12-12 16:12:44,2019-11-22 10:10:33,3
Parkinson,gl,Parkinson's_disease,1666,4,74,10,106,2005-12-04 16:14:28,2023-12-01 16:50:27,49
Parkinson,gn,Parkinson's_disease,601,2,6,1,2,2023-08-22 17:02:18,2023-08-22 17:03:48,1
Parkinson,ha,Parkinson's_disease,1479,2,3,1,8,2022-01-10 14:55:46,2023-12-20 19:22:50,6
Parkinson,he,Parkinson's_disease,2119,9,142,8,369,2004-11-21 14:30:02,2024-11-06 10:56:01,190
Parkinson,hi,Parkinson's_disease,892,1,3,2,61,2009-10-21 12:52:03,2024-09-25 13:52:01,37
Parkinson,hr,Parkinson's_disease,1049,4,38,9,117,2005-05-01 17:29:47,2024-08-01 13:38:32,72
Parkinson,hu,Parkinson's_disease,621,5,41,8,134,2006-09-26 14:19:58,2024-10-29 12:57:15,83
Parkinson,hy,Parkinson's_disease,8429,10,70,9,59,2015-03-17 11:50:58,2024-03-10 00:02:27,19
Parkinson,hyw,Parkinson's_disease,683,1,2,5,3,2023-01-29 18:33:52,2023-01-30 08:21:44,2
Parkinson,ia,Parkinson's_disease,1477,1,24,7,52,2018-10-18 22:32:28,2024-07-21 17:52:17,20
Parkinson,id,Parkinson's_disease,1551,4,35,6,137,2005-10-23 01:19:20,2025-01-05 07:54:21,73
Parkinson,ig,Parkinson's_disease,215,3,0,0,17,2011-04-11 17:37:25,2022-08-23 19:08:29,16
Parkinson,io,Parkinson's_disease,36,0,2,0,4,2022-05-16 19:58:36,2022-05-24 20:22:15,1
Parkinson,is,Parkinson's_disease,350,3,11,2,12,2013-11-27 21:18:32,2021-01-16 00:15:00,8
Parkinson,it,Parkinson's_disease,15127,28,633,15,965,2005-01-30 11:33:07,2025-01-19 12:03:12,412
Parkinson,jam,Parkinson's_disease,617,1,1,1,5,2016-07-03 08:35:58,2021-04-08 09:52:11,2
Parkinson,ja,Parkinson's_disease,5307,11,641,15,488,2003-12-30 06:53:29,2025-02-14 20:09:26,274
Parkinson,jv,Parkinson's_disease,186,5,7,0,17,2012-08-22 13:28:24,2024-11-06 02:46:03,12
Parkinson,ka,Parkinson's_disease,73,1,3,2,29,2011-05-08 22:32:33,2023-02-12 14:47:36,19
Parkinson,kk,Parkinson's_disease,750,8,42,4,16,2013-05-06 15:38:37,2024-11-22 19:35:17,9
Parkinson,ko,Parkinson's_disease,2417,6,28,9,157,2008-02-17 07:45:59,2025-02-14 08:07:29,91
Parkinson,ks,Parkinson's_disease,1147,0,5,1,8,2024-10-03 08:10:31,2024-10-06 18:01:10,2
Parkinson,ku,Parkinson's_disease,230,1,16,2,45,2006-11-28 12:35:03,2024-06-06 19:12:28,26
Parkinson,la,Parkinson's_disease,8820,12,191,18,360,2014-02-26 19:49:16,2023-12-26 14:52:51,14
Parkinson,lb,Parkinson's_disease,115,3,1,1,57,2006-08-28 20:29:59,2023-02-07 15:39:30,29
Parkinson,lt,Parkinson's_disease,1660,1,7,7,67,2019-11-18 18:54:42,2024-09-12 20:04:47,9
Parkinson,lv,Parkinson's_disease,1322,5,43,3,80,2008-12-27 18:50:29,2025-01-31 06:39:23,32
Parkinson,mk,Parkinson's_disease,1370,2,56,6,71,2009-12-16 18:42:09,2024-02-05 20:52:37,27
Parkinson,ml,Parkinson's_disease,1003,3,12,4,81,2008-03-27 07:35:35,2023-06-24 11:37:52,47
Parkinson,mn,Parkinson's_disease,262,2,2,2,14,2018-04-11 17:47:45,2024-08-14 00:57:46,7
Parkinson,mnw,Parkinson's_disease,883,1,0,1,11,2021-10-24 18:37:49,2023-11-18 00:53:53,4
Parkinson,mr,Parkinson's_disease,56,1,0,1,18,2016-01-19 16:51:16,2020-05-25 05:33:30,5
Parkinson,ms,Parkinson's_disease,1287,2,32,6,73,2004-07-24 13:29:25,2023-07-27 07:26:32,44
Parkinson,ne,Parkinson's_disease,385,1,17,2,13,2013-06-09 18:44:54,2024-04-19 07:23:23,5
Parkinson,nl,Parkinson's_disease,5258,12,225,13,661,2004-11-05 21:54:18,2025-01-23 16:30:13,351
Parkinson,no,Parkinson's_disease,1921,5,70,10,188,2004-12-21 01:05:42,2024-11-01 23:22:36,91
Parkinson,olo,Parkinson's_disease,181,1,0,1,4,2018-04-06 08:05:25,2018-04-06 08:22:59,1
Parkinson,or,Parkinson's_disease,1063,2,3,1,19,2013-09-12 11:16:54,2023-10-08 06:54:10,5
Parkinson,pa,Parkinson's_disease,240,1,0,1,11,2014-03-03 06:19:17,2020-09-16 05:34:06,2
Parkinson,pl,Parkinson's_disease,1710,8,108,12,311,2002-08-19 13:36:55,2024-03-01 18:57:37,183
Parkinson,pnb,Parkinson's_disease,1148,1,1,2,1,2019-11-14 11:39:14,2019-11-14 11:39:14,1
Parkinson,ps,Parkinson's_disease,157,0,1,1,34,2010-03-25 00:19:01,2016-11-02 00:52:53,20
Parkinson,pt,Parkinson's_disease,5630,8,305,9,389,2005-04-03 16:01:07,2025-02-09 02:48:18,230
Parkinson,ro,Parkinson's_disease,2701,6,59,9,132,2009-01-19 21:04:46,2024-11-21 07:14:47,71
Parkinson,ru,Parkinson's_disease,10614,26,291,16,1045,2005-04-11 18:07:05,2025-02-19 20:15:20,405
Parkinson,sh,Parkinson's_disease,190,3,20,2,50,2009-06-24 18:33:22,2024-12-17 20:06:42,33
Parkinson,simple,Parkinson's_disease,813,1,22,5,133,2008-04-25 23:52:30,2024-07-05 16:36:00,94
Parkinson,si,Parkinson's_disease,232,1,0,0,11,2009-12-14 18:09:46,2021-01-05 01:21:51,9
Parkinson,sk,Parkinson's_disease,588,2,20,7,23,2013-08-29 19:01:35,2024-09-10 14:45:56,20
Parkinson,sl,Parkinson's_disease,3534,5,65,11,92,2007-11-03 00:25:37,2024-03-23 01:34:19,25
Parkinson,sn,Parkinson's_disease,359,1,11,1,12,2012-10-08 21:20:00,2023-08-19 05:33:49,2
Parkinson,sq,Parkinson's_disease,967,0,0,8,22,2013-06-13 14:50:47,2023-12-06 00:21:52,7
Parkinson,sr,Parkinson's_disease,1629,8,60,4,91,2006-10-10 01:14:56,2024-07-11 03:29:03,46
Parkinson,sv,Parkinson's_disease,1872,3,212,6,273,2004-07-07 23:51:14,2024-07-26 06:28:56,183
Parkinson,sw,Parkinson's_disease,453,2,32,5,26,2018-09-26 08:10:09,2021-01-06 04:46:03,10
Parkinson,ta,Parkinson's_disease,6998,7,24,14,89,2009-10-28 02:10:44,2024-12-24 00:37:49,45
Parkinson,te,Parkinson's_disease,512,2,4,3,20,2019-11-28 07:51:17,2024-10-18 17:32:24,9
Parkinson,th,Parkinson's_disease,931,12,145,6,185,2006-01-18 00:33:26,2022-12-06 07:35:55,55
Parkinson,tl,Parkinson's_disease,554,3,5,2,32,2010-06-04 02:15:07,2023-07-12 20:32:36,18
Parkinson,tr,Parkinson's_disease,17379,23,343,14,273,2006-03-06 19:46:33,2025-02-09 12:07:11,149
Parkinson,tt,Parkinson's_disease,790,3,28,1,7,2022-01-03 05:50:53,2022-01-20 04:32:19,2
Parkinson,uk,Parkinson's_disease,3427,14,118,12,195,2008-04-19 11:56:12,2025-01-25 15:46:37,101
Parkinson,ur,Parkinson's_disease,1109,1,4,2,43,2013-01-05 06:08:34,2025-01-29 22:29:16,16
Parkinson,uz,Parkinson's_disease,622,4,19,3,27,2013-05-05 05:12:08,2024-05-05 14:55:32,14
Parkinson,vi,Parkinson's_disease,3265,4,113,5,107,2010-10-18 15:44:22,2024-08-08 16:46:09,50
Parkinson,war,Parkinson's_disease,38,2,0,0,3,2017-10-21 03:45:55,2017-10-21 03:46:30,1
Parkinson,wuu,Parkinson's_disease,2,0,1,0,1,2019-04-21 01:50:41,2019-04-21 01:50:41,1
Parkinson,yi,Parkinson's_disease,28,0,0,0,37,2006-01-08 21:45:49,2016-11-02 00:25:34,23
Parkinson,yo,Parkinson's_disease,146,1,0,1,36,2008-12-25 08:40:06,2018-01-23 17:38:17,19
Parkinson,zh_min_nan,Parkinson's_disease,567,2,20,4,65,2006-11-21 03:35:07,2023-10-27 06:12:20,24
Parkinson,zh_yue,Parkinson's_disease,12,2,8,0,1,2016-09-25 02:51:38,2016-09-25 02:51:38,1
Parkinson,zh,Parkinson's_disease,6667,21,442,14,617,2005-04-02 09:45:50,2025-02-09 07:12:50,238
Parkinson,en,Eltoprazine,1811,3,646,2,61,2009-04-26 03:25:00,2024-12-24 17:10:37,26
Parkinson,fa,Eltoprazine,1592,3,275,1,6,2022-07-28 21:48:45,2024-06-25 10:19:41,3
Parkinson,sh,Eltoprazine,2149,4,604,3,12,2014-04-05 08:59:47,2024-12-19 15:06:10,3
Parkinson,sr,Eltoprazine,1902,4,628,3,26,2012-10-07 15:24:55,2024-01-13 06:31:44,5
Parkinson,ar,Signs_and_symptoms_of_Parkinson's_disease,1751,11,55,3,89,2022-01-26 17:24:30,2024-11-18 23:25:17,9
Parkinson,en,Signs_and_symptoms_of_Parkinson's_disease,3572,5,133,8,188,2009-07-01 13:14:27,2024-07-20 00:04:22,84
Parkinson,pt,Signs_and_symptoms_of_Parkinson's_disease,3756,5,73,8,11,2024-12-08 22:09:36,2024-12-09 14:47:29,4
Parkinson,tr,Signs_and_symptoms_of_Parkinson's_disease,196,1,3,2,25,2016-11-08 03:20:00,2024-08-18 07:59:19,15
Parkinson,ar,Befiradol,514,11,111,4,37,2015-09-29 03:24:26,2024-11-28 21:15:58,12
Parkinson,en,Befiradol,3515,5,918,6,124,2009-07-09 23:36:26,2024-11-01 15:55:24,53
Parkinson,ru,Befiradol,500,1,19,2,17,2015-02-24 19:04:36,2023-12-13 21:45:11,13
Parkinson,sh,Befiradol,2876,4,700,3,15,2014-04-05 07:57:41,2024-12-19 14:49:40,5
Parkinson,sr,Befiradol,2624,4,733,3,28,2012-10-06 02:59:59,2024-01-13 03:18:15,7
Parkinson,en,Research_in_Parkinson's_disease,3101,2,53,8,163,2009-11-25 15:53:32,2024-10-09 18:13:17,65
Parkinson,pt,Research_in_Parkinson's_disease,3636,1,35,8,2,2025-02-01 01:41:31,2025-02-01 02:54:31,2
Parkinson,ar,Levodopa-induced_dyskinesia,1283,5,9,2,9,2023-07-15 11:26:09,2023-07-21 16:25:05,4
Parkinson,en,Levodopa-induced_dyskinesia,1514,0,38,4,147,2009-12-06 04:07:19,2024-11-06 20:30:28,56
Parkinson,pt,Levodopa-induced_dyskinesia,1329,1,21,2,3,2024-12-02 16:16:27,2024-12-02 17:54:55,2
